"Numeral" "ID" "PRESTADOR" "NIT" "EXPEDIENTES" "COD_DANE" "DPTO" "Municipio de Correspondencia" "SERVICIOS" "REPRESENTANTE LEGAL" "DIRECCION" "CORREO ELECTRONICO" "TELEFONO 1" "TELEFONO 2" "CELULAR" "CLASIFICACION" "AREA DE PRESTACION" "TIPO PRESTADOR" "ORDEN" "NATURALEZA JURIDICA" "CLASE" "FECHA DE INICIO DE ACTIVIDADES" "ACUEDUCTO CAPTACION" "ACUEDUCTO ADUCCION" "ACUEDUCTO TRATAMIENTO" "ACUEDUCTO ALMACENAMIENTO" "ACUEDUCTO CONDUCCION" "ACUEDUCTO DISTRIBUCION" "ACUEDUCTO COMERCIALIZACION" "ALCANTARILLADO RECOLECCION" "ALCANTARILLADO CONDUCCION DE RESIDUOS LIQUIDOS" "ALCANTARILLADO TRATAMIENTO" "ALCANTARILLADO DISPOSICION FINAL" "ALCANTARILLADO COMERCIALIZACION" "ASEO RECOLECCION Y TRANSPORTE" "ASEO BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "ASEO LAVADO DE AREAS PUBLICAS" "ASEO CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "ASEO APROVECHAMIENTO" "ASEO DISPOSICION FINAL" "ASEO LIMPIEZA DE PLAYAS" "ASEO TRANSFERENCIA" "ULTIMO TRAMITE RUPS" "MOTIVO" "ESTADO" "EN VIGILANCIA" "OBSERVACIONES" "Municipios Prestacion"
"152" 898 "EMPRESAS PUBLICAS DE BELMIRA SA ESP" 8110247787 "2019460351700160E" 5086 "ANTIOQUIA" "BELMIRA" "ACUEDUCTO,ALCANTARILLADO,ASEO" "LONDONO PEREZ ESNEIDER GIOVANNY" "Carrera 20 No 20-24" "EMPUBEL@BELMIRA-ANTIOQUIA.GOV.CO" "8674493" 8674230 3206760228 "HASTA 2500 SUSCRIPTORES" "URBANO" "SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)" "MUNICIPAL" "SOCIEDAD ANONIMA" "MIXTA" "36158" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "LAVADO DE AREAS PUBLICAS" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "APROVECHAMIENTO" "DISPOSICION FINAL" "TRATAMIENTO" "0" "43499" "Actualizacion" "APROBADA" "SI" NA "BELMIRA"
"153" 904 "JUNTA DE ACCION COMUNAL DE LA VEREDA LOS LLANOS DE MANCHABAJOY DE EL TAMBO" 9005593626 "2019460351700161E" 52260 "NARINO" "EL TAMBO" "ACUEDUCTO" "ORTEGA JOSE ALFONSO" "PALACIO MUNICIPAL" "contactenos@eltambo-narino.gov.co" "3148004" 3148004 3148004031 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "JUNTA DE ACCION COMUNAL" "PRIVADA" "27230" "CAPTACION" "0" "0" "0" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41185" "Inscripción" "APROBADA" "SI" NA "EL TAMBO"
"154" 931 "ACUEDUCTO COMUNAL DE CAMPECHE DEL MUNICIPIO DE BARANOA" 8020106072 "2019460351700162E" 8078 "ATLANTICO" "BARANOA" "ACUEDUCTO" "EDUARDO ENRIQUE GONZALEZ STAND" "Calle 6A No. 13 - 42" "acocam2014@hotmail.com" "3126502035" 3016702857 3126502035 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "JUNTA ADMINISTRADORA" "PRIVADA" "36437" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43620" "Actualizacion" "CERTIFICADA" "SI" NA "BARANOA"
"155" 932 "JUNTA ADMINISTRADORA DEL ACUEDUCTO COMUNAL DE SIBARCO DEL MUNICIPIO DE BARANOA" 8020098948 "2019460351700163E" 8078 "ATLANTICO" "BARANOA" "ACUEDUCTO" "ERNESTINA VILORIA ROBLES" "Carrera 9 No 10-30" "acomsib@hotmail.com" "3307148" 3307149 3004054969 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "JUNTA ADMINISTRADORA" "PRIVADA" "36121" "CAPTACION" "0" "0" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43627" "Actualizacion" "APROBADA" "SI" NA "BARANOA"
"156" 934 "JUNTA ADMINISTRADORA DEL ACUEDUCTO COMUNAL DEL EL VAIVEN MUNICIPIO JUAN DE ACOSTA" 8020110505 "2019460351700164E" 8372 "ATLANTICO" "JUAN DE ACOSTA" "ACUEDUCTO" "PADILLA OLIVEROS TOMAS" "Calle 2 No 3-06" "www.acovai3@yahoo.com" "8754402" 0 3165530095 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "JUNTA ADMINISTRADORA" "PRIVADA" "36509" "CAPTACION" "0" "0" "0" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "39183" "Actualizacion" "APROBADA" "SI" NA "JUAN DE ACOSTA"
"157" 935 "JUNTA ADMINISTRADORA DEL ACUEDUCTO COMUNITARIO DE SAN JOSE DE SACO" 8020109851 "2019460351700165E" 8372 "ATLANTICO" "JUAN DE ACOSTA" "ACUEDUCTO" "ARTETA RAMOS FRANCISCO JOSE" "CARRERA 4 No 4-35" "www.aconsaco@yahoo.com.ar" "6578913" 0 0 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "JUNTA ADMINISTRADORA" "PRIVADA" "36437" "CAPTACION" "0" "0" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "39216" "Actualizacion" "APROBADA" "SI" NA "JUAN DE ACOSTA"
"158" 937 "ASOCIACION DEL ACUEDUCTO DEL BARRIO BOQUERON" 8090061397 "2019460351700166E" 73001 "TOLIMA" "IBAGUE" "ACUEDUCTO" "JORGE PARRA" "CARRERA 39A SUR No. 100 BARRIO BOQUERON" "acuaboqueron@hotmail.com" "2607576" 2607313 3115877218 "HASTA 2500 SUSCRIPTORES" "URBANO Y RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR AREA O ZONA URBANA ESTRATO 1" "SIN ANIMO DE LUCRO" "PRIVADA" "35578" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43524" "Actualizacion" "CERTIFICADA" "SI" NA "IBAGUE"
"159" 938 "ASOCIACION DE ACUEDUCTO Y ALCANTARILLADO BARRIO AMBALA" 8090056465 "2019460351700167E" 73001 "TOLIMA" "IBAGUE" "ACUEDUCTO,ALCANTARILLADO" "GOMEZ JUSTINICO GUSTAVO" "Calle 66 No 23-53 BARRIO AMBALA" "acuambala@hotmail.com" "2753066" 2752625 3108820162 "HASTA 2500 SUSCRIPTORES" "URBANO" "ORGANIZACION AUTORIZADA" "PRESTADOR AREA O ZONA URBANA" "ASOCIACION DE USUARIOS" "PRIVADA" "35014" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "0" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "43510" "Actualizacion" "CERTIFICADA" "SI" NA "IBAGUE"
"160" 940 "JUNTA DE ACCION COMUNAL DEL BARRIO MIRAMAR COMUNA TRECE DE IBAGUE" 9000316322 "2019460351700168E" 73001 "TOLIMA" "IBAGUE" "ACUEDUCTO" "HERNANDEZ ELIZABET" "CARRERA 23 SUR No 19 - 11 BARRIO MIRAMAR" "luomsa43@hotmail.com" "2600571" 2600571 3105691005 "HASTA 2500 SUSCRIPTORES" "URBANO" "ORGANIZACION AUTORIZADA" "PRESTADOR AREA O ZONA URBANA ESTRATO 1" "JUNTA DE ACCION COMUNAL" "PRIVADA" "33744" "CAPTACION" "0" "0" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41388" "Actualizacion" "APROBADA" "SI" NA "IBAGUE"
"161" 946 "ASOCIACION DE USUARIOS DE ACUEDUCTO Y ALCANTARILLADO DE LA URBANIZACION COLINAS DEL SUR PRIMERA ETAPA" 8090070963 "2019460351700170E" 73001 "TOLIMA" "IBAGUE" "ACUEDUCTO" "PARADA VASQUEZ MARINA" "MANZANA A CAS 19 URBANIZACION LAS COLINAS DEL SUR PRIMERA ETAPA" "acuacolinas@gmail.com" "2600419" 2600527 3156095469 "HASTA 2500 SUSCRIPTORES" "URBANO" "ORGANIZACION AUTORIZADA" "PRESTADOR AREA O ZONA URBANA ESTRATO 2" "ASOCIACION DE USUARIOS" "PRIVADA" "36577" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41117" "Actualizacion" "APROBADA" "SI" NA "IBAGUE"
"162" 956 "JUNTA DE ACCION COMUNAL DE LA VEREDA SAN FRANCISCO" 8001677125 "2019460351700171E" 73001 "TOLIMA" "IBAGUE" "ACUEDUCTO" "CHAGUALA LUIS ERNESTO" "VEREDA SAN FRANCISCO" "prensa@alcaldiadeibague.gov.co" "2611854" 2611854 3133156050 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "JUNTA DE ACCION COMUNAL" "PRIVADA" "25951" "CAPTACION" "0" "0" "0" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "40934" "Inscripción" "APROBADA" "SI" NA "IBAGUE"
"163" 971 "ASOCIACION COMUNITARIA ACUEDUCTO RURAL \"ACUACINCO\"" 8002121025 "2019460351700172E" 73148 "TOLIMA" "CARMEN DE APICALA" "ACUEDUCTO" "HUGO ALBERTO AGUDELO" "Carrera 4 No 08-56" "acuacinco@hotmail.com" "2479120" 2479120 3213998606 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "37352" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43650" "Actualizacion" "CERTIFICADA" "SI" NA "CARMEN DE APICALA"
"164" 980 "MUNICIPIO DE PUERTO NARINO" 8001031612 "2019460351700173E" 91540 "AMAZONAS" "PUERTO NARINO" "ACUEDUCTO,ALCANTARILLADO,ASEO" "JOSE ALBERTO LOZADA PINEDO" "Palacio Municipal" "despachoalcalde@puertonarino-amazonas.gov.co" "5927323" 5927323 3138852237 "HASTA 2500 SUSCRIPTORES" "URBANO" "MUNICIPIO (PRESTACIÓN DIRECTA)" "MUNICIPAL" "0" "OFICIAL" "34565" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "0" "0" "DISPOSICION FINAL" "TRATAMIENTO" "0" "43016" "Actualizacion" "PENDIENTE DE REVISION" "SI" NA "PUERTO NARINO"
"165" 982 "UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE SANTA MARIA BOYACA" 8000293866 "2019460351700174E" 15690 "BOYACA" "SANTA MARIA" "ACUEDUCTO,ALCANTARILLADO,ASEO" "RUBEN SANCHEZ NINO" "Calle 4 No. 3 - 56" "uspd@santamaria-boyaca.gov.co" "7520542" 7520049 3103274262 "MENOR O IGUAL A 2500 USUARIOS" "URBANO" "MUNICIPIO (PRESTACIÓN DIRECTA)" "MUNICIPAL" "0" "OFICIAL" "37781" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "LAVADO DE AREAS PUBLICAS" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "43563" "Actualizacion" "CERTIFICADA" "SI" NA "SANTA MARIA"
"166" 983 "UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE SANTA SOFIA" 8000996512 "2019460351700175E" 15696 "BOYACA" "SANTA SOFIA" "ACUEDUCTO,ALCANTARILLADO,ASEO" "ANGELA PATRICIA AVILA HAMON" "Calle 5 No 3-54" "contactenos@santasofia-boyaca.gov.co" "7359010" 7359010 3133630839 "HASTA 2500 SUSCRIPTORES" "URBANO" "MUNICIPIO (PRESTACIÓN DIRECTA)" "MUNICIPAL" "0" "OFICIAL" "37685" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "LAVADO DE AREAS PUBLICAS" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "43171" "Actualizacion" "APROBADA" "SI" NA "SANTA SOFIA"
"167" 985 "EMPRESA DE SERVICIOS PUBLICOS DE MANAURE BALCON DEL CESAR E.S.P" 8240037602 "2019460351700176E" 20443 "CESAR" "MANAURE" "ACUEDUCTO,ALCANTARILLADO,ASEO" "ALVAREZ SANTANA YESID" "Calle 3 No 6 A 78" "alcaldia@manaurebalcondelcesar-cesar.gov.co" "5790591" 5790592 3126852421 "MENOR O IGUAL A 2500 USUARIOS" "URBANO" "EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO" "MUNICIPAL" "0" "OFICIAL" "36227" "CAPTACION" "ADUCCION" "TRATAMIENTO" "0" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "0" "0" "43664" "Actualizacion" "CERTIFICADA" "SI" NA "MANAURE BALCON DEL CESAR"
"168" 987 "CAJA ESPECIAL DE SERVICIOS PUBLICOS DEL MUNICIPIO DE ANAPOIMA" 8906800971 "2019460351700177E" 25035 "CUNDINAMARCA" "ANAPOIMA" "ASEO" "RODRIGUEZ ESPINOSA YAIR" "Calle 2 No 3 - 36" "serviciospublicos@anapoima-cundinamarca.gov.co" "8993436" 8993539 0 "HASTA 2500 SUSCRIPTORES" "URBANO" "MUNICIPIO (PRESTACIÓN DIRECTA)" "MUNICIPAL" "0" "OFICIAL" "30 / sep / 1992" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "LAVADO DE AREAS PUBLICAS" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "43633" "Actualizacion" "CERTIFICADA" "SI" NA "ANAPOIMA"
"169" 988 "SECRETARIA DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE BOJACA" 8000946226 "2019460351700178E" 25099 "CUNDINAMARCA" "BOJACA" "ACUEDUCTO,ALCANTARILLADO,ASEO" "GLORIA MARCELA GAITAN CHICIRA" "Carrera 7 No 6-06 Palacio Municipal" "alcaldia.bojaca@gmail.com" "8243140" 8243575 3104843194 "HASTA 2500 SUSCRIPTORES" "URBANO" "MUNICIPIO (PRESTACIÓN DIRECTA)" "MUNICIPAL" "0" "OFICIAL" "36130" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "TRATAMIENTO" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "0" "0" "43535" "Actualizacion" "CERTIFICADA" "SI" NA "BOJACA"
"170" 996 "UNIDAD DE SERVICIOS PUBLICOS DE AGUA POTABLE ALCANTARILLADO Y ASEO URBANO DEL MUNICIPIO DE SAN CALIXTO" 8000992606 "2019460351700179E" 54670 "NORTE DE SANTANDER" "SAN CALIXTO" "ACUEDUCTO,ALCANTARILLADO,ASEO" "PINZON LOPEZ JAIRO" "Palacio Municipal" "contactenos@sancalixto-nortedesantander.gov.co" "5117010" 5117011 0 "HASTA 2500 SUSCRIPTORES" "URBANO" "MUNICIPIO (PRESTACIÓN DIRECTA)" "MUNICIPAL" "0" "OFICIAL" "35745" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "0" "0" "42537" "Actualizacion" "PENDIENTE DE REVISION" "SI" NA "SAN CALIXTO"
"171" 1000 "UNIDAD MUNICIPAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE CONCEPCION" 8001040601 "2019460351700180E" 68207 "SANTANDER" "CONCEPCION" "ACUEDUCTO,ALCANTARILLADO,ASEO" "Ruth Vianney Anaya Méndez" "Calle 7 No 3 - 16" "contactenos@concepcion-santander.gov.co" "6603251" 6603219 3103323215 "MENOR O IGUAL A 2500 USUARIOS" "URBANO" "MUNICIPIO (PRESTACIÓN DIRECTA)" "MUNICIPAL" "0" "OFICIAL" "35796" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "LAVADO DE AREAS PUBLICAS" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "0" "TRATAMIENTO" "0" "43657" "Actualizacion" "CERTIFICADA" "SI" NA "CONCEPCION"
"172" 1004 "OFICINA MUNICIPAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO Y ALCANTARILLADO Y ASEO" 8999994263 "2019460351700181E" 25040 "CUNDINAMARCA" "ANOLAIMA" "ACUEDUCTO,ALCANTARILLADO,ASEO" "TORRES ORJUELA POMPILIO ENRIQUE" "Carrera 4a No 3-12 Piso 2o" "serviciospublicos@anolaima-cundinamarca.gov.co" "8454001" 8454000 3142942433 "HASTA 2500 SUSCRIPTORES" "URBANO" "MUNICIPIO (PRESTACIÓN DIRECTA)" "MUNICIPAL" "0" "OFICIAL" "20 / sep / 1996" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "43546" "Actualizacion" "CERTIFICADA" "SI" NA "ANOLAIMA"
"173" 1009 "SECRETARIA DE SERVICIOS PUBLICOS" 8000947011 "2019460351700182E" 25335 "CUNDINAMARCA" "GUAYABETAL" "ACUEDUCTO,ALCANTARILLADO,ASEO" "CASTRO DUQUE JAVIER RICRDO" "Carrera 3 No 3-13" "serviciospublicos@guayabetal-cundinamarca.gov.co" "8495001" 8495017 3118484896 "HASTA 2500 SUSCRIPTORES" "URBANO" "MUNICIPIO (PRESTACIÓN DIRECTA)" "MUNICIPAL" "0" "OFICIAL" "37133" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "TRATAMIENTO" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "LAVADO DE AREAS PUBLICAS" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "43526" "Actualizacion" "CERTIFICADA" "SI" NA "GUAYABETAL"
"174" 1011 "JUNTA DE ACCION COMUNAL VEREDA MONTECARLO" 8001882916 "2019460351700183E" 50001 "META" "VILLAVICENCIO" "ACUEDUCTO" "VARGAS VARGAS LUIS FERNANDO" "CARRERA 48 N 31-81 COLEGIO NUESTRA SENORA DE LA PAZ Kilometro 6 VIA ACACIAS (VILLAVICENCIO-META)" "j.acc.comunal.veredamontecarlo@hotmail.com" "6691914" 6617551 3213941878 "HASTA 2500 SUSCRIPTORES" "URBANO" "ORGANIZACION AUTORIZADA" "PRESTADOR AREA O ZONA URBANA ESTRATO 2" "JUNTA DE ACCION COMUNAL" "PRIVADA" "25385" "CAPTACION" "ADUCCION" "0" "0" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43017" "Actualizacion" "APROBADA" "SI" NA "VILLAVICENCIO"
"175" 1016 "ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL VEREDA TAPIAS" 8090099823 "2019460351700184E" 73001 "TOLIMA" "IBAGUE" "ACUEDUCTO" "SANDOVAL PACOMIO" "PALACIO MUNICIPAL" "ailuz21@yahoo.com" "2612536" 2612536 0 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "37280" "CAPTACION" "0" "0" "0" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41113" "Inscripción" "APROBADA" "SI" NA "IBAGUE"
"176" 1024 "ASOCIACION DE SUSCRIPTORES DE ACUEDUCTO Y ALCANTARILLADO DE TRES ESQUINAS" 8210005411 "2019460351700185E" 76834 "VALLE DEL CAUCA" "TULUA" "ACUEDUCTO" "GARCIA CASTRO ELBER OBDULIO" "CORREGIMIENTO TRES ESQUINAS ACUEDUCTO" "josealeirorivera@hotmail.com" "2310866" 2310866 3127381221 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "35353" "CAPTACION" "0" "0" "0" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41150" "Inscripción" "APROBADA" "SI" NA "TULUA"
"177" 1028 "EMPRESA DE SERVICIOS PUBLICOS DE EBEJICO E.S.P.E." 8909836647 "2019460351700186E" 5240 "ANTIOQUIA" "EBEJICO" "ACUEDUCTO,ALCANTARILLADO,ASEO" "MUNOZ ARAQUE ANIBAL DE JESUS" "Calle 20 No 18-11" "espeebejico@edatel.net.co" "8562859" 8562016 3148120615 "HASTA 2500 SUSCRIPTORES" "URBANO" "EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO" "MUNICIPAL" "0" "OFICIAL" "01 / sep / 1998" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "TRATAMIENTO" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "LAVADO DE AREAS PUBLICAS" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "APROVECHAMIENTO" "DISPOSICION FINAL" "TRATAMIENTO" "0" "39563" "Inscripción" "APROBADA" "SI" NA "EBEJICO"
"178" 1029 "MUNICIPIO DE GAMA" 8000946842 "2019460351700187E" 25299 "CUNDINAMARCA" "GAMA" "ACUEDUCTO,ALCANTARILLADO,ASEO" "LINARES GOMEZ JUAN PABLO" "Carrera 2 No. 3 - 30" "alcaldia@gama-cundinamarca.gov.co" "8536551" 8536559 3138953085 "HASTA 2500 SUSCRIPTORES" "URBANO" "MUNICIPIO (PRESTACIÓN DIRECTA)" "MUNICIPAL" "0" "OFICIAL" "35137" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "TRATAMIENTO" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "LAVADO DE AREAS PUBLICAS" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "43139" "Actualizacion" "APROBADA" "SI" NA "GAMA"
